,Replicate,Sample,Control
520,NCI.H2110.311Cas9_RepB_p6_batch3,ACH-000929,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
521,SKBR3.311Cas9_RepA_p6_batch3,ACH-000017,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
522,SKBR3.311Cas9_RepB_p6_batch3,ACH-000017,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
523,TUHR4TKB.311Cas9_RepB_p5_batch3,ACH-000495,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
524,JHH7.311Cas9_RepA_p6_batch3,ACH-000848,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
525,JHH7.311Cas9_RepB_p6_batch3,ACH-000848,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
526,T24.311Cas9_RepA_p6_batch3,ACH-000018,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
527,T24.311Cas9_RepB_p6_batch3,ACH-000018,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
528,CORL47.311Cas9_RepB_p5_batch3,ACH-000695,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
529,UACC62.311Cas9_RepA_p5_batch3,ACH-000425,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
530,UACC62.311Cas9_RepB_p5_batch3,ACH-000425,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
531,BFTC909.311Cas9_RepA_p6_batch3,ACH-000792,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
532,BFTC909.311Cas9_RepB_p6_batch3,ACH-000792,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
533,FU97.311Cas9_RepA_p6_batch3,ACH-000633,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
534,FU97.311Cas9_RepB_p6_batch3,ACH-000633,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
535,Hs729.311Cas9_RepA_p6_batch3,ACH-000133,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
536,Hs729.311Cas9_RepB_p6_batch3,ACH-000133,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
537,Wm.115.311Cas9_RepA_p6_batch3,ACH-000304,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
538,Wm.115.311Cas9_RepB_p6_batch3,ACH-000304,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
539,KYSE.410.311Cas9_RepA_p6_batch3,ACH-000809,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
540,KYSE.410.311Cas9_RepB_p6_batch3,ACH-000809,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
541,GCIY..311Cas9_RepA_p4_batch3,ACH-000047,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
542,GCIY..311Cas9_RepB_p4_batch3,ACH-000047,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
543,SKMEL30.311Cas9_RepA_p6_batch3,ACH-000810,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
544,X143B.311Cas9_RepA_p6_batch3,ACH-001001,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
545,KYSE180.311Cas9_RepA_p6_batch3,ACH-000693,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
546,KYSE180.311Cas9_RepB_p6_batch3,ACH-000693,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
547,Cas1.311Cas9_RepA_p5_batch3,ACH-000464,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
548,Cas1.311Cas9_RepB_p5_batch3,ACH-000464,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
549,CAKI.2.311Cas9_RepA_p6_batch3,ACH-000234,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
550,CAKI.2.311Cas9_RepB_p6_batch3,ACH-000234,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
551,HCC1428.311Cas9_RepA_p6_batch3,ACH-000352,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
552,HCC1428.311Cas9_RepB_p6_batch3,ACH-000352,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
553,Saos.2.311cas9_RepA_p6_batch3,ACH-000410,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
554,Saos.2.311cas9_RepB_p6_batch3,ACH-000410,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
555,IPC298.311Cas9_RepA_p6_batch3,ACH-000915,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
556,JHOS.2.311Cas9_RepA_p6_batch3,ACH-000132,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
557,HARA.311cas9_RepA_p6_batch3,ACH-000843,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
558,HARA.311cas9_RepB_p6_batch3,ACH-000843,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
559,HCC1419.311Cas9_RepA_p6_batch3,ACH-000277,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
560,HCC1419.311Cas9_RepB_p6_batch3,ACH-000277,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
561,K029AX.311cas9_RepB_p6_batch3,ACH-000404,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
562,WM983B.311Cas9_RepA_p6_batch3,ACH-000765,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
563,WM983B.311Cas9_RepB_p6_batch3,ACH-000765,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
564,NUGC3.311Cas9_RepA_p6_batch3,ACH-000911,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
565,NUGC3.311Cas9_RepB_p6_batch3,ACH-000911,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
566,KYSE270.311Cas9_RepA_p6_batch3,ACH-000873,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
567,KYSE270.311Cas9_RepB_p6_batch3,ACH-000873,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
568,MELHO.311Cas9_RepA_p6_batch3,ACH-000450,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
569,MELHO.311Cas9_RepB_p6_batch3,ACH-000450,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
570,BICR.6.311Cas9_RepA_p6_batch3,ACH-000415,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
571,BICR.6.311Cas9_RepB_p6_batch3,ACH-000415,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
572,X253J.311Cas9_RepA_p5_batch3,ACH-000011,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
573,HEC.50B_RepA_p6_batch3,ACH-000831,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
574,HEC.50B_RepB_p6_batch3,ACH-000831,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
575,SNU.1.311Cas9_RepA_p6_batch3,ACH-000932,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
576,SNU.1.311Cas9_RepB_p6_batch3,ACH-000932,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
577,COLO.800.311Cas9_RepA_p6_batch3,ACH-000401,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
578,COLO.800.311Cas9_RepB_p6_batch3,ACH-000401,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
579,UOK101.311Cas9_RepA_p6_batch3,ACH-000262,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
580,UOK101.311Cas9_RepB_p6_batch3,ACH-000262,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
581,COLO.679.311Cas9_RepA_p5_batch3,ACH-000805,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
582,COLO.679.311Cas9_RepB_p5_batch3,ACH-000805,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
583,SH10TC.311Cas9_RepA_p6_batch3,ACH-000764,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
584,SH10TC.311Cas9_RepB_p6_batch3,ACH-000764,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
585,JMSU.1.311Cas9_RepA_p6_batch3,ACH-000753,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
586,JMSU.1.311Cas9_RepB_p6_batch3,ACH-000753,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
587,GB1.311Cas9_RepA_p6_batch3,ACH-000738,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
588,GB1.311Cas9_RepB_p6_batch3,ACH-000738,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
589,HT1197.311Cas9_RepA_p6_batch3,ACH-000547,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
590,HT1197.311Cas9_RepB_p6_batch3,ACH-000547,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
591,HT144.311Cas9_RepA_p6_batch3,ACH-000322,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
592,HT144.311Cas9_RepB_p6_batch3,ACH-000322,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
593,CJM.311Cas9_RepA_p7_batch3,ACH-000458,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
594,CJM.311Cas9_RepB_p7_batch3,ACH-000458,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
595,KMRC20.311Cas9_RepA_p6_batch3,ACH-000250,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
